ID_compte;ID_visiteur;ID_produit;quantite
;7708;4402;68
5281;;4032;186
8327;;7635;11
9548;;6211;7
;3146;773;311
8828;;2479;1
6555;;7849;0
;6136;4506;47
;8593;7833;23
2699;;2279;237
;4346;9208;59
7403;;3050;3
6211;;5592;42
8785;;7515;12
;2548;5205;88
6099;;2643;26
1105;;5659;24
;3611;9934;311
5082;;5143;74
5129;;9036;250
3255;;6261;403
2030;;8469;214
4194;;8824;48
9190;;3862;129
;3095;1699;19
;1448;7115;478
;1274;7072;176
;2408;8256;105
6547;;1227;171
;4180;1118;348
;4223;7153;135
6636;;375;245
981;;136;221
2729;;739;72
7019;;2913;170
;3123;3302;56
5594;;8604;141
9079;;1669;120
8680;;8868;46
1809;;1836;68
;126;5952;94
1367;;5247;198
;3291;5446;471
2042;;658;222
7480;;7699;62
;6413;5843;185
;6006;7815;5
;9422;7048;196
;2078;8945;0
4955;;4139;191
3087;;2537;95
7318;;9623;74
;2799;5033;47
8181;;3523;127
;9096;8349;177
;174;7787;43
6853;;7051;69
7282;;4102;41
5596;;3064;54
844;;8952;322
;5295;4905;60
2533;;1439;310
4216;;245;129
;8936;2603;10
;6523;2678;142
1787;;1058;194
1507;;8833;188
;2992;1;261
5616;;6117;246
279;;543;58
6704;;6018;127
;4472;3522;21
;4450;548;68
7112;;5076;69
2796;;5428;30
;7010;3517;77
;9602;4030;74
;4884;1506;277
8736;;4406;117
9284;;3185;200
4655;;4152;13
;118;2672;0
;4218;210;188
;8093;2326;40
;8437;3625;65
239;;734;85
;4038;3315;13
7149;;3764;328
;4892;2986;53
5391;;4538;461
;9894;9032;151
1446;;1248;81
646;;763;153
2662;;5733;229
4355;;8543;18
;1470;1287;121
;1495;384;242
4347;;526;193
2606;;672;67
;9679;8180;140
;5961;1690;11
7833;;2851;37
;6380;8468;234
;3437;1800;15
;3438;1744;147
;9276;9405;127
1293;;2902;75
;8121;5317;158
;7596;6511;49
;5833;5395;50
;2061;543;226
517;;6213;104
;7562;7349;28
5063;;1022;84
3533;;3781;228
8916;;1975;252
;3675;4993;179
;7848;5243;86
;3257;9771;402
5412;;5301;26
;9224;3747;365
;9574;5175;282
2196;;7239;21
3333;;3456;94
;2790;6318;46
1829;;8199;11
6147;;6139;132
;7577;1009;47
5077;;9904;32
9119;;6390;141
;3557;4620;28
;9153;195;145
;8835;5072;13
;9303;7283;154
;4928;3080;111
3414;;8297;18
781;;2295;163
2591;;5181;267
9668;;2661;397
;9230;6132;25
2848;;6118;117
6728;;5933;56
;6225;8996;116
;8517;1498;156
;7235;3920;259
7167;;7076;157
;7313;5407;229
1180;;659;108
;9243;1095;151
;8237;8676;131
6967;;4548;62
4181;;8936;9
;2888;5818;32
;3257;7899;69
5033;;2270;46
;1704;1311;204
7387;;6752;171
709;;7026;24
8757;;4527;27
;8271;5757;163
;7375;6319;22
;3429;2348;21
7232;;7974;330
;2928;8546;11
7638;;8771;39
145;;2110;51
;9295;226;95
;4236;6778;8
1097;;6897;115
3147;;9074;102
;7194;7806;209
605;;6441;55
1778;;7358;13
2644;;2685;293
6182;;1084;122
;4673;3080;113
7867;;5600;21
;4807;8939;187
;4570;3390;17
;3113;2381;269
;7342;8350;30
;63;3413;18
;1815;7601;34
4508;;8331;124
;3561;5667;88
7501;;9226;189
3710;;8513;439
;5863;1418;126
;2241;4296;13
8807;;403;40
;8348;8336;54
;8237;33;248
9491;;7463;42
3233;;8408;181
;3896;7745;0
;8644;8494;268
3767;;1940;5
6714;;8398;295
;9901;2691;274
;6521;1523;6
2172;;3009;230
5638;;2420;233
9496;;6901;191
;7094;3829;135
5913;;2823;166
5246;;8347;3
;3189;2062;68
;8865;6241;125
8681;;2897;115
6609;;9295;205
6373;;3279;136
;619;7301;11
;7371;3511;15
;9105;3192;16
832;;4408;454
;328;4018;59
471;;9601;80
6942;;8928;135
3450;;4720;25
2880;;4927;157
2081;;4652;160
;7560;7881;121
;7601;9492;35
4373;;4259;219
1328;;380;19
8697;;828;156
;2997;3339;7
8969;;9802;100
;4230;5686;237
;4307;6228;2
2543;;2297;8
;8476;7146;293
5986;;7162;88
5295;;5874;51
6272;;8439;302
2342;;5232;69
5509;;112;183
3522;;6854;208
;5838;8430;230
4529;;4620;381
1238;;2307;115
7248;;373;120
;4568;3805;46
8416;;8066;23
;6809;1764;145
9489;;2102;198
9417;;6323;28
;8901;6758;95
8060;;4438;204
7729;;9268;7
8203;;120;48
852;;4468;301
;3510;9156;221
5453;;9851;30
9656;;7425;208
;5838;3683;2
4316;;7562;93
;5750;7345;184
;5456;428;267
1618;;7417;121
;8969;3395;352
9680;;6174;163
1771;;9205;256
1051;;2887;111
1316;;6720;53
;4304;6446;111
4776;;3824;380
9468;;1677;219
3833;;5308;67
;9495;5505;49
;9034;8701;138
5992;;7631;132
;3697;4462;26
;5917;4775;180
131;;341;249
;8728;2048;205
;5724;2055;31
6989;;2098;92
6467;;1886;168
;6288;582;3
;493;7744;42
;4121;9005;103
;1684;8186;140
4033;;9507;8
;6577;2932;241
3506;;2252;54
5501;;3422;5
2907;;4429;229
;4052;1379;278
;8650;7298;56
;2958;8467;73
;9302;3890;101
;7656;1612;71
9826;;3612;45
;4007;8954;204
2921;;8436;21
;3739;6240;231
7567;;2354;32
;3380;7629;272
6316;;8173;42
;3435;8923;31
;3249;5177;74
3393;;7794;329
;6870;6117;132
2259;;7252;123
;8844;418;97
7126;;985;161
;5048;6414;21
1719;;6892;13
;6501;8005;138
;8980;1946;111
181;;8956;322
3963;;280;39
;2863;6575;246
;897;8561;66
3904;;9155;39
3959;;4998;58
9599;;7268;200
4265;;8682;391
4160;;3218;304
4744;;9873;23
;2090;7976;78
131;;6745;233
;8821;9064;114
5831;;188;70
;5642;7468;130
9320;;6255;142
;3978;7809;13
6390;;9340;326
6649;;3072;14
9254;;4425;33
;678;1254;304
3352;;7369;38
5650;;5198;86
;5256;607;86
;7578;3427;72
;5371;9487;230
;4946;3898;96
;6711;9334;292
;907;5850;153
;2573;7222;363
;2884;6087;158
;6896;7566;96
;6651;1237;67
;9132;8068;122
7085;;237;25
;4826;5530;8
;2984;6667;153
;8315;581;23
6649;;8024;216
3555;;1645;128
;8019;2586;126
;7552;5927;32
2721;;9375;36
1101;;6601;262
4203;;5171;168
;8253;4664;5
;1618;4753;3
;670;3827;185
6543;;3173;182
;8598;5704;290
;8855;2150;4
;5377;7294;123
3250;;8077;96
1103;;2775;2
8029;;6620;73
;6316;1207;237
6317;;6315;26
;1965;2996;120
;7470;246;42
;7270;100;159
;6553;9039;109
118;;7918;75
;9592;820;225
;9994;9418;43
;8471;279;31
;7746;7936;111
9106;;1171;13
;4350;5618;93
6311;;6307;30
;8826;3820;167
7553;;7406;171
;2691;8275;316
;988;438;72
2933;;5887;58
;3068;9752;22
;1434;978;89
;9168;4644;248
972;;4132;26
6131;;5136;298
;4583;8969;15
;4187;9436;4
;6895;2251;46
5272;;8719;166
;4074;9613;1
1271;;638;185
9667;;9779;24
994;;9388;87
;2656;5193;345
;484;6515;146
;3227;7368;25
;7751;3286;29
;1478;3199;256
9277;;1254;161
;7924;2914;165
7882;;6953;39
;3786;3051;106
7284;;2070;77
;4535;4776;72
5181;;9873;18
3679;;9747;187
;2045;4915;28
7482;;385;50
;4412;5275;7
5042;;6389;77
;802;5356;85
;131;623;121
;9070;7366;1
6150;;5655;35
;9003;1438;301
;9024;7638;331
2608;;4369;91
;6451;6160;33
2812;;6073;35
;2998;4697;123
2371;;1464;197
671;;2166;124
;7536;1271;401
304;;6428;171
;9360;6769;38
3181;;6430;311
;8481;5242;105
2148;;8016;278
9726;;3959;74
;5650;8149;396
;1867;2581;106
3784;;4327;97
3266;;1026;23
6593;;9396;0
2445;;4464;315
1494;;4477;22
4542;;7023;214
;7696;3844;116
3006;;8007;21
;1097;6707;205
;5622;541;260
8059;;735;320
9714;;5538;145
;353;3560;2
;8727;6829;298
4168;;8862;336
5190;;5228;410
8221;;6071;7
5356;;4980;319
9249;;4291;58
1700;;2742;188
897;;973;4
9646;;4054;229
;9918;75;62
3753;;6307;59
;6427;4294;113
4915;;1947;95
6494;;3075;110
;6305;1185;22
;9059;1653;4
;9490;1543;302
2937;;1885;262
9878;;8231;28
;5492;9278;225
;739;9995;220
5534;;6810;166
;8812;5998;11
3781;;9503;291
2612;;2933;24
4481;;5553;191
1469;;4468;1
1247;;6164;115
;8850;6726;160
;190;3617;440
1550;;1511;45
4456;;2222;13
7390;;810;23
6663;;6761;48
;2607;110;248
2483;;8;343
9581;;1085;52
;1946;6385;138
;6645;731;125
696;;3567;339
;1754;9789;144
;3949;9010;295
1212;;1966;43
;2511;6348;242
6071;;985;196
4985;;67;54
7292;;950;109
1011;;8537;67
7567;;1109;199
147;;4230;75
;7938;8239;109
1971;;5827;161
1053;;3006;327
8060;;6600;52
7973;;6099;84
345;;9078;10
4962;;7778;17
;4443;1733;156
3484;;276;13
;1072;2058;159
1020;;7296;208
6645;;8800;16
7832;;1755;38
5427;;2016;123
9047;;1227;52
799;;8990;37
;3740;2899;79
2814;;858;372
4510;;7578;50
;8247;285;63
1726;;8114;365
3972;;2182;5
;1975;3139;118
;9317;5344;44
456;;8018;142
3070;;803;29
6007;;4994;5
7387;;8506;326
9290;;7950;192
9668;;1890;87
;17;1574;80
;1328;6207;411
9018;;650;52
4898;;3568;193
;4980;5755;183
5696;;9873;52
6618;;7141;12
6643;;2152;381
4325;;2783;204
;92;3343;20
97;;1823;200
;5062;7880;29
;8845;8065;99
6809;;8336;86
3059;;5381;8
5283;;6794;18
;456;3323;194
5831;;1060;390
;2130;9366;0
9425;;7471;149
5046;;1745;96
;1483;6795;179
414;;7517;308
6127;;6580;59
;4152;1386;382
6178;;2855;65
;2530;712;64
;2031;4018;58
9509;;7322;330
;1770;4988;34
;9680;8319;37
;2203;8119;10
4306;;9902;153
;2637;3076;208
;4037;4035;62
2970;;1378;65
4280;;7243;37
;3770;3800;56
1732;;8924;386
;8907;5187;281
;8534;2321;171
4529;;9818;147
;7179;8411;41
2344;;9271;71
4710;;6840;57
3016;;5122;286
8693;;7570;97
8176;;8912;54
8653;;1332;36
5989;;2242;53
;9027;4750;303
3962;;2198;125
;7142;2493;57
;2595;4382;325
1092;;3583;195
9129;;2709;23
;702;738;8
1742;;5430;218
5391;;9818;135
5423;;8031;39
9652;;9638;28
3127;;5841;166
;9946;9178;9
838;;8640;127
;4165;1942;171
7978;;9592;50
;5130;654;153
6755;;1603;85
;8809;228;150
;8785;2859;177
8394;;6053;11
;3272;717;188
;2961;5499;128
;6727;5862;24
2403;;1411;83
6819;;6314;67
2996;;5222;210
;2451;711;120
2250;;5330;101
3076;;8108;105
1533;;6338;188
;6723;569;304
;3262;3677;55
8487;;7594;6
;6579;9040;19
3697;;7803;71
;4098;6163;62
;6012;5110;64
9084;;4047;152
7416;;1755;53
8567;;2068;282
7621;;4370;132
;9909;1937;41
4968;;5374;172
1365;;6943;41
;411;9121;262
;20;2887;121
;3475;571;52
3530;;5924;74
;330;8152;44
;7050;5650;13
;2867;6560;11
5467;;8383;10
9352;;4988;2
;1831;9793;253
;4213;1500;255
;4300;5618;67
553;;3227;81
;1734;9598;7
8929;;8072;66
;3655;9775;18
5150;;6641;259
2293;;462;19
3094;;383;269
7084;;403;87
;4161;3734;231
172;;4046;179
;9721;7863;22
9338;;435;156
231;;5091;169
1463;;401;3
;2272;2971;183
4218;;3317;98
6585;;3907;0
;4268;3293;8
;2913;8565;274
9770;;606;108
;8855;689;12
8624;;741;102
6855;;8197;278
;7754;2253;166
8509;;8697;143
;4981;377;16
;9826;6823;166
437;;1322;185
;922;2915;241
5613;;9446;101
;396;792;160
9280;;6015;188
;938;635;45
3228;;7697;309
8453;;4595;290
;3438;5711;122
3906;;5462;309
6596;;4010;297
4395;;9303;23
;125;2749;316
1286;;2191;49
;5847;2477;156
;8925;9936;399
;8;838;5
3544;;5110;126
;2353;5918;221
2394;;9618;163
2576;;568;8
;3079;5041;110
;7904;4042;307
268;;5457;0
3635;;5848;129
6132;;7578;32
;956;9053;2
;1903;211;30
;1151;1152;15
4723;;8145;180
9280;;8893;33
;5735;5928;48
;7145;6648;206
7947;;3998;2
;5608;7143;244
5160;;3226;235
9265;;2565;27
9044;;7075;17
;1014;7462;151
;2512;1275;39
;7420;9541;155
;1531;7710;33
7973;;3549;343
5351;;2981;15
5456;;8939;18
;1974;3253;46
;7030;8628;211
;9979;2822;32
;8334;4635;48
1742;;2766;2
6374;;6108;197
8232;;3358;12
3280;;8404;28
350;;6249;377
5427;;3973;5
;3364;6536;235
1099;;7014;18
1136;;7764;57
;2472;3468;53
8701;;602;8
;4664;6849;165
586;;1565;97
8666;;6382;196
;1830;3531;94
8699;;3648;11
;5883;3496;157
;4610;3694;218
;3928;7694;247
6009;;9772;196
;7726;834;165
4526;;1606;183
;6705;8077;12
;6148;2226;192
;7267;4702;93
;895;4724;66
1377;;6315;115
9284;;6568;78
9829;;8502;3
1439;;8156;174
;4447;6000;264
;6748;568;232
2728;;6505;6
;5198;8674;19
872;;614;174
;5489;2552;15
;2283;3450;76
;783;2327;3
;3004;5971;325
1873;;7220;8
1583;;3750;89
2805;;8679;117
;2284;1062;337
8589;;3754;321
8079;;4157;370
;4504;719;168
;6407;1261;6
2262;;4390;354
185;;7182;38
8945;;6043;108
;501;8604;356
;3315;2422;49
4332;;1962;152
471;;301;75
9206;;5543;342
;8642;6553;222
2921;;8369;187
;7452;482;183
;9620;8403;417
;8302;2999;316
;4183;7109;288
;7593;6831;204
;3476;7477;272
7216;;4157;60
;504;8129;20
;3132;7797;3
6859;;5693;90
;3638;6969;5
4432;;1633;69
897;;6090;157
9633;;1944;28
5782;;2962;25
;44;9582;291
3898;;4562;169
;1264;6011;67
7666;;3373;80
2160;;1906;25
4563;;7905;106
;3707;3062;296
;5082;9145;45
;4600;2641;22
;7815;8279;1
;84;5319;182
;8109;7862;187
3898;;8239;50
;2311;6649;203
3102;;6982;5
8611;;3010;179
;2147;4320;68
5352;;7174;49
;4909;6025;51
;5954;2431;204
3659;;7679;315
;638;6888;50
;3319;8695;342
;5964;9605;299
2834;;2944;257
;2398;3963;24
9725;;1313;19
4325;;4955;112
;2856;8664;67
230;;2081;106
2276;;5379;223
;8120;9619;23
;217;7091;81
;1679;1780;26
4112;;3648;72
;1424;9965;54
;5991;6875;122
8127;;2300;227
3329;;3276;6
;765;3595;64
;190;1587;20
5503;;8086;164
;310;9010;46
9012;;8511;76
2141;;1085;268
4240;;549;7
1929;;8497;357
;8389;8897;0
;6318;8053;318
;4922;2822;44
;9788;9897;15
8913;;9302;46
;1397;8962;258
462;;5891;138
;9200;8197;259
;9656;2235;196
4187;;1852;216
1724;;3046;199
;8988;57;66
;6403;3518;47
5390;;4159;22
8391;;2457;344
;7488;1028;0
;2281;3102;195
;9111;1105;319
7081;;5746;195
;1885;6789;18
7030;;1817;9
;1736;8062;89
;4058;3124;153
;7161;8695;334
5584;;2877;74
7779;;1145;182
5849;;9702;13
1500;;975;116
1202;;2283;15
8676;;3142;354
5323;;5037;203
;6940;3349;48
2204;;7257;67
1492;;5190;239
3359;;1104;20
3861;;6935;56
7706;;8045;66
;8546;2971;107
;3225;1411;144
5438;;4131;176
;9340;7425;204
2710;;5143;75
;7916;7809;60
;1174;3906;26
3714;;5932;40
;9746;7401;31
;7079;9504;129
7000;;7517;32
783;;5215;226
8747;;6470;98
;5723;3350;190
9287;;2066;0
4837;;632;87
;4098;3230;81
;351;9634;269
2338;;6171;129
;107;4548;10
5756;;4280;284
;745;4581;90
;3490;1602;83
;2723;5044;275
;6727;9609;287
7878;;6201;395
;2755;1977;179
3183;;2275;148
;8764;3704;42
3598;;9846;237
;7060;2796;13
7140;;9487;126
7731;;979;25
;2534;911;6
;2599;4934;31
3823;;3424;11
8827;;585;14
;3498;9545;121
;9918;389;47
;8008;172;311
5238;;1805;204
;2185;869;91
7914;;1758;255
;3252;4191;302
6414;;4525;304
8996;;9086;14
3982;;3883;192
1931;;1913;3
2805;;9697;109
3103;;9602;122
;9161;9196;239
6191;;1427;304
;4600;546;97
;4549;7132;66
7227;;9219;17
;1059;4167;60
;1286;1949;110
;6651;5486;86
7373;;4644;1
;8746;3511;8
7869;;2446;101
4181;;4363;43
;9576;5510;419
;9879;9441;26
1667;;8558;47
2933;;8976;118
;7243;4131;265
8066;;8619;5
;4348;5325;3
;2199;2498;12
7523;;9727;202
;8369;5894;243
;1418;2413;319
;7236;260;233
1236;;8130;103
;4127;9628;332
2527;;9028;42
1018;;3244;125
;2950;1580;223
;7293;5815;4
;9609;6817;9
4530;;2871;13
1020;;9006;46
;9073;2036;49
;2910;5792;12
9272;;7556;31
;3965;9551;154
7510;;8465;9
2292;;9716;78
5110;;1109;347
7951;;2069;111
;5619;5874;214
;5725;8273;108
;1123;5786;210
;9919;5523;143
1878;;5404;31
;9735;2126;32
;9652;6912;5
3515;;9483;188
;6933;5671;194
;5415;9759;245
6623;;9128;222
8890;;7748;242
;2866;8027;85
;9269;1434;51
7066;;3342;64
;2451;1485;253
3664;;3421;176
9777;;2549;65
8275;;7927;212
;4579;6300;21
1106;;4109;75
;2321;7982;20
;7727;6028;0
1183;;1174;42
;782;6200;119
;717;8462;363
7655;;8117;14
;2750;4989;288
;2200;9901;49
958;;6316;74
;7658;2642;101
;2089;5461;304
6229;;6411;174
2795;;5446;389
;1362;5433;42
;8455;8273;83
9869;;1188;53
;506;5643;42
6625;;5911;112
2198;;894;88
5713;;1257;16
;9767;2966;2
1482;;6057;36
5419;;8422;13
;2222;9280;184
;1304;156;111
3674;;6344;87
;9799;6499;27
7884;;8565;136
;3299;2566;72
3160;;1720;49
;1350;7707;8
;8207;4828;98
2146;;9563;91
;6666;265;184
2764;;1711;255
750;;562;7
;8817;5885;170
6195;;7370;182
7187;;8280;45
;7597;3324;382
;5056;6019;259
;8112;2868;166
5058;;9961;105
1705;;2386;5
;6501;8016;384
;311;1426;456
5927;;8858;2
460;;3721;72
9941;;5115;88
6203;;2539;285
653;;3006;226
;8633;5249;93
;6021;2007;52
;6172;5397;53
275;;3168;71
2806;;7856;13
9833;;7336;115
4108;;2645;1
;6268;3339;329
;7718;216;4
9366;;1886;159
5414;;8397;355
;2487;7872;432
1815;;519;278
;6111;5686;211
8927;;5763;44
;8416;5390;173
;37;4401;75
3296;;9381;212
575;;727;333
;8248;3599;115
;466;4971;177
;7892;5258;195
;2892;7921;18
7416;;4798;34
7307;;9158;32
;2632;4990;162
;8830;3299;278
5867;;218;34
;1436;3876;3
;7556;2610;71
1018;;7167;0
;5748;5360;305
9327;;2217;38
8662;;5612;311
6319;;7951;3
;8343;8734;210
2318;;7877;0
;9358;8444;275
525;;2201;2
;7737;9039;31
;7563;2501;78
8605;;161;94
4464;;9584;82
;9680;8010;121
3532;;8426;169
4569;;9388;168
;3778;4565;12
9534;;6197;29
;2628;3969;55
;2526;7614;44
;1417;5858;376
;6684;741;6
2943;;2919;3
;642;627;48
;8255;4579;7
2040;;8549;18
;6242;8177;4
3199;;9007;50
;6927;4130;197
3590;;1173;201
;6125;7989;161
;3019;4053;292
;4341;8311;37
8399;;6681;19
;8668;7332;6
5052;;699;15
5234;;9449;44
3900;;1210;0
4145;;5020;11
3858;;3885;67
;1829;448;129
4349;;3853;41
8335;;3835;72
;3337;1266;84
;9473;5054;79
9577;;3706;11
;5103;4971;43
;9834;5110;74
4307;;8970;44
;9291;4155;349
698;;1313;5
;1146;4548;133
1004;;6470;104
2520;;9546;6
;1324;4352;19
;5535;5515;62
;2656;9468;86
;6936;1481;191
;7927;3665;43
6637;;717;209
945;;9945;241
283;;5944;37
;6377;7283;78
;5323;1048;45
6077;;4983;251
8972;;6105;19
;3022;2609;122
9601;;2720;42
;1506;157;163
7099;;355;12
;5422;5816;210
;1152;9091;47
;6392;7447;77
;3359;9916;105
;2866;9970;148
1908;;6988;162
;6854;4654;346
;2584;573;250
;4697;6755;171
1482;;6783;206
;6896;6491;14
;4135;2594;31
;134;4525;204
4695;;4536;133
490;;9380;6
4322;;6600;107
1971;;7550;2
;8755;6528;215
;7215;7534;22
301;;1891;9
5972;;6758;210
6442;;4204;142
;3453;1668;27
1005;;5601;205
;2002;8113;240
;3792;12;361
;854;7740;34
6673;;4723;45
;5137;4020;110
;9670;8405;210
8923;;715;143
;2423;1074;110
6054;;3204;123
;8411;6963;120
;6312;3724;47
;929;1237;89
;151;4526;68
;4280;454;91
6529;;782;263
;7613;6259;66
6520;;4220;145
;2815;96;22
5181;;2017;5
;8060;6999;47
1716;;5138;174
7189;;1221;33
;9601;8866;31
6204;;404;3
2744;;8250;6
;8543;6948;273
3036;;1695;138
6973;;859;74
8427;;284;239
;2226;8699;13
;5494;3075;187
7765;;2539;198
;9503;7643;79
8360;;768;268
1360;;8367;24
;2590;6509;204
6847;;8268;166
;9613;5489;27
1921;;6966;63
;8942;9232;153
;8045;787;118
;8474;5898;315
;1898;9707;71
6440;;7614;104
;8961;8608;348
7747;;6109;124
;8480;3114;235
9628;;7490;45
3669;;342;34
6793;;6994;31
;2238;5918;313
;4813;2207;25
;385;2421;358
4298;;6661;178
;7775;2124;8
8369;;8885;10
665;;4518;0
;4361;743;287
;7586;348;28
;2941;1122;55
4605;;151;164
1074;;3730;0
;1887;8435;36
1678;;9115;135
;3571;3043;26
1980;;8611;7
7766;;7088;137
;9555;7710;4
;6662;8812;118
;4329;5881;42
1608;;2593;125
7658;;5480;251
54;;9901;7
;8030;5213;101
1788;;5067;110
;2582;4652;157
6858;;9922;246
557;;1736;94
8659;;9213;138
;1996;5737;122
7178;;686;36
1209;;8995;60
6219;;6547;27
5211;;7825;1
2818;;8378;363
2901;;4877;2
;3275;2196;9
;8766;8731;144
;4630;6353;104
;7799;5855;9
;6413;7737;327
3086;;6986;308
60;;7792;139
;3887;5183;119
9142;;6385;69
;976;1088;99
9674;;4533;34
;1848;8859;163
690;;2514;295
;4864;1427;244
6662;;3130;56
;2981;8471;28
1271;;573;3
;1392;9400;57
;8536;2453;161
7359;;822;130
9404;;2916;205
;3819;1114;465
;2601;543;85
;3875;9326;356
390;;5021;136
;1332;9925;90
;5596;8754;23
826;;5134;46
3332;;1338;59
;9316;7675;21
;7522;2438;18
;7051;833;150
6777;;1118;59
2703;;2075;110
;6897;6772;107
5300;;8604;268
;4116;7753;14
5982;;5083;87
6892;;1553;159
9738;;9784;29
;4205;3784;4
;5752;5615;63
9495;;7052;153
2247;;3881;57
668;;9121;288
3523;;5805;202
9955;;6186;20
8598;;792;179
;3509;2301;41
;2576;2038;154
;2963;7666;208
;6062;5265;59
7565;;4859;148
;7039;6907;34
5707;;1000;112
;2169;9174;35
;7198;2659;22
2082;;5184;97
3681;;8309;46
;6738;5414;122
2189;;3986;26
464;;5125;103
;8576;1959;26
;2562;6315;207
7957;;1069;72
7778;;5500;338
5474;;1324;311
2684;;7389;5
9008;;4651;16
;8629;5012;177
2816;;6123;261
;9168;5535;236
;5786;6145;39
6951;;2981;32
;9803;965;33
2588;;4284;175
3637;;8219;239
819;;5219;340
3853;;4195;100
4821;;1346;18
3465;;1930;6
;2794;5065;91
4104;;4812;207
3814;;1442;12
9034;;996;28
6864;;5012;240
6310;;7793;150
;3182;3309;28
;108;5712;184
;3690;9160;347
;3177;1808;179
;1558;2391;42
9028;;6346;50
;7457;4235;12
;2417;4364;170
;8006;232;60
3443;;5795;41
2275;;1318;319
2587;;7514;275
8256;;2728;80
5364;;7415;17
6816;;5706;55
;6416;150;441
;1547;652;265
8803;;2029;24
;4070;2552;6
;1047;6805;345
1120;;8184;189
;1002;7274;373
;8707;4881;52
;6327;1685;26
;627;8064;150
;7610;3778;195
;488;9348;135
7483;;8328;96
2761;;8788;65
3215;;6883;89
5141;;6701;142
7323;;9959;69
;3063;4649;140
;810;8789;41
7618;;4014;189
;5657;1971;129
;7937;2612;8
6;;5168;80
;3111;1900;43
9641;;9162;111
;7654;5252;9
1102;;1829;326
;7857;2679;65
5668;;3418;270
1213;;5111;9
8787;;9138;0
;908;506;83
;5356;5917;38
;7262;8283;249
;9962;4441;407
9923;;3156;149
;7829;4531;24
3650;;8041;185
;5197;7073;5
;4035;2840;60
2628;;8437;74
;5719;9109;41
4590;;2083;316
4682;;6283;168
;6831;8641;230
8937;;2090;42
;7528;921;16
2065;;6874;10
7095;;5043;231
;3117;9078;11
;7611;3271;188
6517;;8223;96
;9907;8304;202
1689;;6747;352
;4020;2204;393
;2301;9925;81
9744;;7017;113
;3782;4444;20
;7734;7749;64
722;;3301;80
;3528;8989;80
;1280;6067;16
918;;6149;306
;2886;8140;257
851;;1090;48
;3172;9349;20
;5812;4791;37
;6541;3668;54
5863;;4336;58
7871;;7878;330
;4657;1650;3
;8022;1697;99
;4893;2756;67
;3014;6375;3
2710;;7215;32
9987;;7447;84
;5277;8780;225
;7831;1065;155
6713;;8580;167
5512;;8138;51
;8110;5131;36
4584;;9782;82
4519;;295;41
;5903;2928;343
1773;;6751;76
;641;6229;184
;1981;9455;82
1880;;4516;102
3149;;5220;64
;5074;8047;248
6178;;580;88
;6342;909;27
;7604;4430;57
;7627;8088;61
6772;;6270;77
;4963;8391;21
5883;;2276;277
2920;;4367;194
;3994;8519;174
1057;;282;372
;5441;5452;50
108;;3470;42
;9859;8184;55
5483;;4338;39
740;;5645;83
548;;6914;104
5488;;759;69
;2200;3213;88
;8013;6382;161
;3482;7287;78
;639;8841;40
567;;7278;197
;8066;2765;41
8117;;4392;131
;8275;6271;86
;4673;4176;380
828;;9336;123
;997;7219;20
;437;2834;77
;221;9040;112
;558;1980;172
;6362;1772;184
;5287;9697;312
;7711;6094;185
;4367;424;22
;8503;7780;31
5823;;2040;117
6479;;5540;64
4398;;1142;64
8375;;3317;22
;2506;9597;28
7358;;6130;295
5682;;6894;23
431;;1856;11
;2996;5954;167
2341;;9061;5
;2003;6949;140
;8243;9368;126
;1500;3304;57
;3481;2241;4
;5252;8442;54
;8660;1935;140
2507;;1729;64
50;;6843;21
7736;;1995;91
;6986;7963;242
;2466;3718;19
4137;;2649;118
;9813;7970;189
804;;4497;0
;3134;2945;52
1707;;2933;239
4807;;2212;337
6183;;7852;151
;7484;2728;60
2185;;9986;229
;9328;4177;170
4609;;2862;27
;498;8029;28
;6595;2177;97
;2511;8398;288
;2568;1352;81
7607;;6729;273
;5375;6450;224
5230;;3288;91
;9735;2507;29
;6007;8911;191
3575;;5603;64
;3842;649;356
;2256;9041;287
7861;;5468;45
9436;;8409;121
;1392;8915;39
973;;5518;31
;419;1840;149
70;;2956;93
9616;;9128;122
6835;;9828;297
;2649;8696;32
7119;;7562;101
538;;5930;348
;4985;679;9
;4194;1721;50
1794;;6498;325
;289;3812;39
7831;;8875;5
;4303;1508;106
2249;;557;44
;8601;8146;356
4417;;7741;23
;3617;9968;10
5700;;9517;106
4376;;8100;128
;2740;5560;0
;3263;5124;69
;7719;929;159
9973;;6917;335
2967;;1277;202
;2831;7823;373
2062;;544;106
;7370;4279;55
;7076;1722;30
;9886;1554;298
;1866;6968;6
;438;5504;15
;4117;7123;160
;3914;7726;36
9506;;3061;54
9351;;945;43
;3159;9454;48
1959;;6810;79
;5812;1644;347
1096;;2847;11
;3045;3855;28
7024;;6081;225
;4013;8447;242
8390;;4897;179
;9994;9711;34
7603;;152;2
;8925;610;132
2030;;1668;48
;5146;5869;43
5680;;6829;440
8771;;4886;23
7435;;8834;217
;2006;6858;171
;2696;3646;37
;930;1007;339
;8285;2540;78
;8058;2235;87
;6660;3080;200
386;;5942;54
6866;;9834;308
;8115;1502;0
8609;;8326;78
9437;;5788;95
;9542;9486;113
5367;;8381;282
;7757;3895;44
1217;;37;61
5797;;2428;18
4931;;4210;199
;6695;6750;7
4437;;4534;84
8185;;8753;20
